真是花中瑞|本朝名始闻|江南一梦后|天下遇清芬
山阴道上桂花初|王谢风流满晋书|曾作江南步从事|秋来还复忆鲈鱼
真色生香无世尘|参横犹记梦回人|风前懊恼梅花使|不寄江南一点春
教官昨自江南来|但有清风无尘埃|曾遇芙蓉池上客|仍过方家旧钓台
风香月影雪肌肤|朔客晴窗看画图|江北江南数千里|梦魂何处觅西湖
千丝吐尽尚为蚕|花月心情事事堪|前夕家园争乞巧|穿针小妇忆江南
惊风吹霰雪中还|万里黄云一线关|回首江南此风景|唯将呜咽写潺湲
清河舟楫达孟城|夹岸青青麦浪平|闻说江南好风雨|绝怜江北望秋成
江南江北翠旗遥|夜夜深宫锁寂寥|何处龙舟试歌舞|秦淮明月广陵潮
建节凉州万里回|若为乞取铁丘台|江南大似淮南日|强为君王卧治来
江南女儿年十五|两髻丫丫面粉光|小红船上采莲叶|北客初来应断肠
十月江南已得霜|相君门客小山房|冬深柏子和香扫|准备生辰作好香
旧冬全未见梅枝|多是江南春讯迟|今日相逢犹摘索|翠涛笺上写新诗
十月江南未陨霜|青枫欲赤碧梧黄|停桡坐对西山晚|新雁题书已著行
燕山二月已春酣|官柳霏烟水映蓝|屋角疏花红自好|相看终不是江南
行尽江南处处山|无钱归去买山闲|自怜不在施为地|空对流民数汗颜
谁折一枝千里信|江南曾寄与人夸|如今不奈城头角|僝僽花神也撒花
落月西窗闻禁钟|梦回远客立云龙|江南飞尽千株雪|辜负梅花过一冬
江南春尽野花稀|绿树阴阴结夏帏|诗在浩然驴背上|按鞭徐咏夕阳归
自解呼名绣领齐|梨云竹雨暗寒溪|东风却忆江南北|桑柘村深处处啼
山隈水曲抱烟岚|露月霜风酒半酣|梦里怀人心切切|梅花一片下江南
人别江南花别春|莺莺燕燕总伤神|旗亭酒软歌姬艳|争奈相如是病人
雨回新绿方留润|日映轻红无尽娇|为惜江南春事好|对香吹水入金焦
江南五月稻抽芒|想见含花带露香|底事淮乡太迟晚|一犁新雨正开荒
故家本自尚书族|元住江南珠浦滨|归掩玄关力精进|古仙多是姓刘人
山回水曲若耶溪|八月荷花光映堤|越女劳歌采莲曲|江南今有杜鹃啼
六花飘落五花开|两白交辉绝点埃|花神不怕寒侵骨|能占江南百卉魁
江南才子杜秋诗|垂老心情故国思|金缕歌残休怅恨|铜人泪下己多时
白刃交飞楼下楼|却教骑马逐吴钩|江南此去无消息|只听鸿声认妾愁
越罗如雪紫竹枝|江南白波生藕丝|乘鸾儿女上天去|明月动引清风随
江南翠竹动成林|谁折寒枝寄赏音|说与双清堂上客|萧然应见此君心
烧痕吹尽荻芽生|江南二月春禽鸣|闲倚柁楼看远水|依依杨柳故园情
江南才子总知名|久别烦君为寄声|说道头颅将四十|髭须先白两三茎
江南才子许浑诗|字字清新句句奇|十斛明珠量不尽|惠休虚作碧云词
梅君消得为高吟|素艳曾无媚世心|粲粲墙隈自潇洒|江南到处有知音
江南无处不闻歌|晦日中军乐更多|不是风光催柳色|却缘威令动阳和
日极江南千里春|谁今洒笔可招魂|向人犹作故时面|翠竹苍烟一万根
夹岸鸣钟早渡回|冥冥江色未全开|西庵要看千峰碧|更有江南半月梅
海雾昏昏水拍天|马牛遗矢满平川|翻思五月江南道|万木清阴叫杜鹃
眼中只有梅千树|不挂世间蜂蝶花|十载江南春梦断|至今清影在君家
淮南不改江南天|五月如秋意惘然|仰首勿言居士疾|信心赖有祖师禅
九十春光将过半|凄凄犹似旧冬天|依稀记得江南景|小扇轻衫戏水边
江南无地不清幽|十载红尘祗梦游|此日推篷江上看|几家茅舍竹修修
谁写罗浮梦里云|飞来山鸟意相亲|傍人莫笑头如雪|占得江南第一春
玉树新花夜夜开|张嫔风韵孔嫔才|感恩谁似中庭鸟|解咏江南草化灰
一夜江南少女霜|枫飘丹叶满斜阳|儿童不信秋容晚|却道青山也艳妆
万卉千葩画不如|芬芳合比白云腴|应凭巧绝传神笔|幻出江南没骨图
倚天青壁瘦巉岩|下有神龙捲作潭|龙欲出时山吐气|黑云随手暗江南
京城走马听晨钟|我亦宵征仆兴慵|却忆江南春睡美|小楼攲枕听村舂
枫林惨淡远山微|全是江南欲雪时|极目诸天云一色|只无六出上寒枝
王郎酒醒倚修竹|雪后重檐拥毳衣|亦有江南未归客|青山影里马如飞
二年音信阻湘潭|花下相思酒半酣|记得竹斋风雨夜|对床孤枕话江南
风雨交交耿夜灯|天涯兄弟对床听|莫嫌诗作江南语|一梦家山眼亦青
十七年间四别离|江南江北几驱驰|相逢转觉工夫密|不作寻常血气衰
寺官官小未朝参|红日半窗春睡酣|为报邻鸡莫惊觉|更容残梦到江南
江南五月作秋阴|杜若洲前十日霖|卧听儿童说风雨|老来元自不关心
翠筱横侵鹤膝枝|江南篱落雪残时|杨郎笔下烟岚集|留作晴窗觅句资
三年闽海类飘萍|今近天枢第一星|虽是玉京犹万里|江南山已望中青
芦笋初生水绕村|河鲀旋煮荐清樽|十年不踏江南岸|杨柳飞花欲断魂
拟上高峰最上头|篮舆已赁又还休|旧来诗眼如今别|添与江南一段愁
少年曾读在原诗|忽见飞鸣傍竹枝|忆著江南好兄弟|岁寒风雪欲何之
繁英暮落早还开|偏向江南处处栽|北客见时三叹息|扶桑国里海船来
江南二月柳枝阴|江笛吹来折寸心|江上向君吹一曲|不知何处是知音
冰霜满眼岁将残|万木萧条不耐看|漏泄江南春信早|一枝初破雪中寒
燕山雪花大如席|岂料江南亦见之|腊前六出知焉往|却在春风二月时
二十四番花信风|此风先到寿阳宫|若教吹入罗浮洞|笑杀江南白发翁
少年头角老成身|一寸心中万古春|清白自然颜色好|江南歌咏有诗人
彷佛江南一梦中|虚堂尽日转温风|春深稍觉裌衣重|昼永不知樽酒空
曾为流离惯别家|等闲挥袂客天涯|灯前一觉江南梦|惆怅起来山月斜
画栋宵寒燕未来|江南谁寄一枝梅|闰年雪后春工晚|羯鼓催花满槛开
江南气候异京师|天道流行动失时|柳条梅蕊相催迸|蛱蝶黄鹂未入枝
江南千载尚仪形|鼎轴真同海燕轻|唐史后来谁捉笔|谩教房杜擅前名
江南书院初图霸|乃斲清琴尔许精|却忆焦桐裁爨下|要知徽外是真情
飘蓬万里隔风沙|梦到江南未到家|料得夜深霜月苦|几人挥泪说梅花
又是分蒲撷艾辰|年光容易误游人|谁怜范蠡湖边渡|不见江南五月春
白沙翠竹钓鱼矶|家在江南未得归|最恨花光山下路|数声杜宇背人飞
江上黄芦风作花|一双秋影落寒沙|春风又绿长安草|何必江南有岁华
磨剑剑石石痕裂|饮马长江江水竭|我军百万战袍红|尽是江南儿女血
江南碧树映霜秋|丹实清香破客愁|常恨忌辛消俗口|为评蠲愤诧齐州
要写秋光写不成|愁凝苦竹淡烟横|叶间尚有湘妃泪|滴作江南夜雨声
江北江南寒气重|雪花如席蔽天来|五更野叟敲门报|屋外老梅连夜开
中牟县里驻归骖|客路情怀尽自谙|白草黄沙仍渭北|断陂流水已江南
新亭地望是神州|夷甫诸人话转愁|又见江南描画出|古今容易得悠悠
云林弟子浦长源|风雪相逢白下门|请写江南山水窟|着我读书秋树根
树林蓊蔚水萦环|知是江南何处山|几载幽并倦行役|按图欲借屋三间
江南龙节水为乡|水不纯阴有半阳|一片湖光共深浅|两般泉脉异温凉
曾将心事托寒酸|种得梅花遍草庵|骑鹤归来城郭是|西风残雪满江南
江南地暖少严风|九月炎凉正得中|溪上玉楼楼上月|清光合作水晶宫
马上青山夕照明|看山应动故乡情|虽然不及江南好|犹胜平原旷野行
上林花妥逐莺飞|愁绝江南雪里时|嚄唶何须旁檐喜|毰毸相对两寒枝
燕懒莺慵三月中|画船箫鼓漾和风|莫言春尽江南景|到处明霞映水红
江上睡鸭烟草肥|江南白苎催换衣|雨声四月不知暑|过尽樱桃人未归
离筵别棹暮江滨|红树青山映白莼|一过江南风景异|两行衰柳送行人
南旺湖边沙柳春|鹅黄凫藻相鲜新|棹歌歌遍江南曲|袅袅长风吹白苹
忆在江南处士家|每从雪里见横斜|北来十月燕山下|却忆梅花似雪花
江上春波烟雾昏|江南游子怨销魂|五侯池馆歌钟沸|争信麻衣忆故园
家住江南似鉴湖|料他春色到平芜|不知此日参军庙|谁写新桃换旧符
廿载金陵九还往|何如三宿在桑间|还家更有江南兴|只取囊诗子细看
春到江南最可人|梅花点点竹阴阴|闲来后乐亭中坐|水满方塘天影深
瑞香早入江南梦|抹利来从毗舍园|久与道人同寂寞|不如来荐孔融尊
白面道人门不出|晚凉倚树听秋风|最怜八月江南好|老雁叫云霜叶红
客子徒烦赋忆梅|怯寒未肯腊前开|定知酒处频回首|有待江南信使来
云兴霞蔚控千山|势压江南广殿寒|风偃万松斜日晚|卧看风雨落人间
江南二月杨柳阴|蓟门雪花三尺深|祇为和歌燕市好|不知台上有黄金
千金紫陌驻游骖|绣阁银灯酒半酣|十四年来魂梦断|今朝江北望江南
垂垂秋雨没鞯泥|经昼门前无马嘶|乘静因题送行什|江南归思已凄迷
秋风杨子桥头路|秋水官船泊未开|此处定知乡里近|江南山色望中来
野菊斑斑澹月华|青天如纸雁行斜|寒香留到冰霜地|不见江南百草花
七百里多平水面|江南大抵是仙官|宝带桥头别亲旧|莺花一路到临安
惆怅江南早雁飞|年年辛苦寄寒衣|征人岂不思乡国|只是皇恩未放归
艳句新词满彩笺|晓风残月六郎天|如何制尽江南曲|不记江南相府莲
蜀栈青骡不可攀|孤臣无计出秦关|华清风雨萧萧夜|愁杀江南庾子山
吴将勤苦见高科|艺至春官不奈何|想得江南诸父老|因君鞭鞑子孙多
山法雄深水意奇|秋林霜皎月明时|令公多是张防禦|每得江南草木知
去国翻成汗漫游|迢迢云海六鳌愁|归来又踏江南土|都在当年拄杖头
城边沙路净无尘|残月穿林欲趁人|似向江南何处见|春光晓色一时新
雪边画阁几时春|遥映江南柳色新|立马长干愁不折|无因寄与望中人
大梁城里王居士|园有江南数种梅|乱后只疑随劫火|那知移向此间来
尚书好画江南住|寄与题诗两翰林|千古高情俱妙绝|至今春树暮云深
一段清冰浸月华|短篱疏竹是谁家|春光元不分吴蜀|惊见江南半树花
年年新竹破苍苔|清拂江南旧柏台|不道停云高兴发|却从江北寄春来
清绝倪迂未易攀|能将水墨继荆关|疏林斜日茅亭外|一片江南雨后山
何处春风吹晓幕|江南渌水通朱阁|美人二八面如花|泣向春风畏花落
虎牌毡笠号公卿|不直人间一唾轻|但愿扶桑红日上|江南匹士死犹荣
城边酒楼帘昼垂|吴姬楚女斗腰支|金鞭折柳不肯下|愁杀江南游侠儿
读罢昌言耳目明|头风虽愈沸归情|海南潦倒江南客|强饭看君作太平
春云无绪不禁风|小立中庭数落红|还似江南断肠处|杨花十里雪濛濛
景入元霄夜已三|挂灯鸣鼓遍江南|远推到处浑如此|人乐时平不用参
少日便怀丘壑情|看山看水饱曾经|如今积翠楼头望|看尽江南未了青
维扬服制擅江南|小阁炉烟沈水含|私买琼花新样锦|自修水递进黄柑
满船买了洞庭柑|雪色新裁白苎衫|唤得吴姬同一醉|春风相送过江南
总是丰肌笑玉环|六桥脂粉亦堪删|高心只在匡庐顶|不写江南无骨山
春寒天气似江南|闲倚高楼酒半酣|尽借前山作屏障|更烦佳雪洗烟岚
万里区区学宦游|江南江北几时休|朝来作别殷勤语|为谢多情黄栗留
江南又见雁初飞|枫叶萧疏旋觉稀|边塞戍夫天气冷|谁家月夜捣征衣
待船聊复驻征骖|手撚梅花望翠岚|花似若人清绝俗|故从江北寄江南
缥缈楼前玉万家|银瓶美酒不须赊|请看正月江南雪|争似河南二月花
翱翔曾在玉京天|堕落江南路几千|从事不须轻县宰|满身犹带御炉烟
林外青山山下溪|白云翠浪晃荆扉|画图自是江南趣|身恋君恩独未归
英雄分据国为三|吴蜀风云入笑谈|多病阿蒙终一捷|古城依旧向江南
无端偶效张文纪|下杜乡园别五秋|重过江南更千里|万山深处一孤舟
高架新梢绿刺檐|坐来幽意满江南|不知华月清池上|谁共凉阴酌晚酣
桑条齐绿柳毵毵|又见人家卜养蚕|到处落花随雨后|半分春色在江南
庭诤堂堂负直声|江南匹士死犹荣|几多江左腰金客|不值人间一唾轻
江南梅子已生仁|京国桃花始放春|气候不齐虽可恨|一枝犹得见墙闉
隋家堤上已成尘|汉将营边不复春|只向江南并塞北|酒旗相伴惹行人
银盘日日饱朱樱|不负归辕过两京|身到江南梅未熟|故园风味梦关情
青子初肥色半鲜|绿阴深处压枝悬|日长几阵廉纤雨|正是江南四月天
江南江北锦帆来|妾自商歌妾自哀|百曲迷楼春不住|杨花飘荡李花开
江南春雨慰田家|夏雨如春免踏车|梦到江南心亦到|不知春在紫薇花
仪真北上念三年|又上江南济渡船|清晓登舻望京国|钟山彷佛翠云连
双柳垂鬟别样梳|醉来马上倩人扶|江南有眼何曾见|争捲珠帘看固姑
江南天气太无凭|草色烟光暖欲蒸|向晚鲤鱼风乍急|尽吹小雨作春冰
归路篮舆鹤背轻|保昌东下过长亭|今朝又向梅关度|此是江南第一程
金房出水讶分甘|玉沼清秋露半含|云树几重迷魏北|莲歌一曲想江南
雨映寒空半有无|重楼闲上倚城隅|浅深山色高低树|一片江南水墨图
目极江南有所思|馀□风雨落花时|钱郎应恨春归尽|独倚东风写折枝
寒烟暮雨度湘潭|嘹唳西风听不堪|寄语虞罗休竞巧|为传边信到江南
已见江南草木菲|笋舆愁下乱山围|但将双泪凭西注|寄语江神稳送归
一曲清溪带石头|夜凉归思不胜秋|却怜远梦随征雁|飞落江南第几洲
独秀娟然寄一枝|江南岁岁腊前开|缀椒未见封条雪|应误插花晴昊来
湖田漠漠水禽飞|堤柳斜斜带夕晖|二月江南好天气|初阳台上惬春衣
白马津头春日迟|沙州归雁拂旌旗|柳营唯有军中戏|不似江南三月时
竹笋初生黄犊角|蕨芽已作小儿拳|试挑野菜炊香饭|便是江南二月天
酴醾卧雨有馀态|芍药倚风无限情|正是江南花欲尽|淡云来往日微明
最爱江南小满天|樱桃烂熟海鱼鲜|一声布谷啼残雨|松影半帘山日悬
姑射仙人跨翠鸾|风前环佩响珊珊|玉箫吹彻江南意|孤梦回时月正寒
润州两点合成三|谢客风流未是憨|潋滟湖光收拾尽|兰桡红板唱江南
江南才子去游燕|为忆明时正礼贤|休向蓟门寻古迹|黄金台上草连天
紫貂早解猎围骖|一棹夷犹雪满簪|山雨欲来春树暗|尽将情思写江南
灿灿黄花老圃宽|秋芳不采岂云悭|江南九日闽千里|尚挹寒香纸墨间
识字才能项籍欺|灶煤研瓦分甘之|如何乞索忘唐突|拟赋江南鹤膝枝
张生鞍马客幽都|却笑灵光笔法粗|祗今白首风沙里|忆向江南见画图
江南江北是通津|尽日舟横楚水滨|休向斜阳辞击楫|隔江应有未归人
离家一月断家书|家在闽山深处居|路入江南隔分水|山犹不见况吾庐
江南二月草青青|送子归时已满汀|谁信而今有忠义|祇知七日哭秦庭
粉箨新凋乱玉丛|青青已觉万林空|轩廷未制伶伦管|翠湿江南烟雨中
桃花飞尽柳花飞|三月江南尚腊衣|为问东湖云共宿|春风此度送人归
海上扁舟一叶轻|春来送客不胜情|到家阿母应相问|只道江南已太平
闽越江南此地分|鲍娘诗句尚能存|客怀未觉今宵好|家住壶山烟雨村
可怜风雨逼流阴|无奈芳菲恼客心|暂引江南春入眼|不辞多掷袖中金
行尽江南塞北时|无人不诵鲍家诗|东堂桂树何年折|直至如今少一枝
春含竹树翠淋漓|玉立苍苍太古姿|久别仪曹文翰侣|江南蓟北赠相思
青鸟飞来道意真|江南已是太平民|还将宴喜称觞酒|醺作乾坤大地春
奉天殿上榜初开|共贺江南得秀才|好是青萝居士说|近来文运属天台
冷蕊疏枝袅素霞|每从冰雪散芳华|不缘生意先春动|谁识江南第一花
潞国诗来秘监时|青山入梦早思归|于今喜接期颐寿|还忆江南旧钓矶
